Acinetobacter baumannii AB_2008-15-52	TAX-1221257	/home/fpuente/Backup/BioCyc/data/abau1221257cyc
Acinetobacter baumannii AB_2008-15-69	TAX-1221258	/home/fpuente/Backup/BioCyc/data/abau1221258cyc
Acinetobacter baumannii AB_2008-15-70	TAX-1221259	/home/fpuente/Backup/BioCyc/data/abau1221259cyc
Acinetobacter baumannii AB_2008-15-71	TAX-1221260	/home/fpuente/Backup/BioCyc/data/abau1221260cyc
Acinetobacter baumannii AB_2008-23-01-01-7	TAX-1221261	/home/fpuente/Backup/BioCyc/data/abau1221261cyc
Acinetobacter baumannii AB_2009-04-01-7	TAX-1221263	/home/fpuente/Backup/BioCyc/data/abau1221263cyc
Acinetobacter baumannii AB_515-8	TAX-1221265	/home/fpuente/Backup/BioCyc/data/abau1221265cyc
Acinetobacter baumannii AB_908-12	TAX-1221266	/home/fpuente/Backup/BioCyc/data/abau1221266cyc
Acinetobacter baumannii AB_908-14-7	TAX-1221268	/home/fpuente/Backup/BioCyc/data/abau1221268cyc
Acinetobacter baumannii AB_909-01-7	TAX-1221269	/home/fpuente/Backup/BioCyc/data/abau1221269cyc
Acinetobacter baumannii AB_909-02-7	TAX-1221270	/home/fpuente/Backup/BioCyc/data/abau1221270cyc
Acinetobacter baumannii AB_909-05	TAX-1221271	/home/fpuente/Backup/BioCyc/data/abau1221271cyc
Acinetobacter baumannii AB_TG19617	TAX-1221273	/home/fpuente/Backup/BioCyc/data/abau1221273cyc
Acinetobacter baumannii AB_TG2018	TAX-1221274	/home/fpuente/Backup/BioCyc/data/abau1221274cyc
Acinetobacter baumannii AB_TG2023	TAX-1221276	/home/fpuente/Backup/BioCyc/data/abau1221276cyc
Acinetobacter baumannii AB_TG2028	TAX-1221278	/home/fpuente/Backup/BioCyc/data/abau1221278cyc
Acinetobacter baumannii AB_TG2030	TAX-1221279	/home/fpuente/Backup/BioCyc/data/abau1221279cyc
Acinetobacter baumannii AB_TG2031	TAX-1221280	/home/fpuente/Backup/BioCyc/data/abau1221280cyc
Acinetobacter baumannii AB_TG2032	TAX-1221281	/home/fpuente/Backup/BioCyc/data/abau1221281cyc
Acinetobacter baumannii AB_TG2631	TAX-1221282	/home/fpuente/Backup/BioCyc/data/abau1221282cyc
Acinetobacter baumannii AB_TG27323	TAX-1221283	/home/fpuente/Backup/BioCyc/data/abau1221283cyc
Acinetobacter baumannii AB_TG27327	TAX-1221284	/home/fpuente/Backup/BioCyc/data/abau1221284cyc
Acinetobacter baumannii AB_TG27331	TAX-1221285	/home/fpuente/Backup/BioCyc/data/abau1221285cyc
Acinetobacter baumannii AB_TG27335	TAX-1221286	/home/fpuente/Backup/BioCyc/data/abau1221286cyc
Acinetobacter baumannii AB_TG27339	TAX-1221287	/home/fpuente/Backup/BioCyc/data/abau1221287cyc
Acinetobacter baumannii AB_TG27343	TAX-1221288	/home/fpuente/Backup/BioCyc/data/abau1221288cyc
Acinetobacter baumannii TG19582	TAX-1221292	/home/fpuente/Backup/BioCyc/data/abau1221292cyc
Acinetobacter baumannii ZWS1122	TAX-1223564	/home/fpuente/Backup/BioCyc/data/abau1223564cyc
Acinetobacter baumannii MSP4-16	TAX-1278070	/home/fpuente/Backup/BioCyc/data/abau1278070cyc
Acinetobacter baumannii ZW85-1	TAX-1400867	/home/fpuente/Backup/BioCyc/data/abau1400867cyc
Acinetobacter baumannii ATCC 17978	TAX-400667	/home/fpuente/Backup/BioCyc/data/abau400667cyc
Acinetobacter baumannii ACICU	TAX-405416	/home/fpuente/Backup/BioCyc/data/abau405416cyc
Acinetobacter baumannii AB0057	TAX-480119	/home/fpuente/Backup/BioCyc/data/abau480119cyc
Acinetobacter baumannii MDR-ZJ06	TAX-497978	/home/fpuente/Backup/BioCyc/data/abau497978cyc
Acinetobacter baumannii SDF	TAX-509170	/home/fpuente/Backup/BioCyc/data/abau509170cyc
Acinetobacter baumannii AYE	TAX-509173	/home/fpuente/Backup/BioCyc/data/abau509173cyc
Acinetobacter baumannii 6014059	TAX-525242	/home/fpuente/Backup/BioCyc/data/abau525242-hmpcyc
Acinetobacter baumannii 6013150	TAX-525243	/home/fpuente/Backup/BioCyc/data/abau525243-hmpcyc
Acinetobacter baumannii AB307-0294	TAX-557600	/home/fpuente/Backup/BioCyc/data/abau557600cyc
Acinetobacter baumannii AB900	TAX-557601	/home/fpuente/Backup/BioCyc/data/abau557601cyc
Acinetobacter baumannii ATCC 19606 = CIP 70.34	TAX-575584	/home/fpuente/Backup/BioCyc/data/abau575584-hmpcyc
Acinetobacter baumannii 6013113	TAX-592014	/home/fpuente/Backup/BioCyc/data/abau592014-hmpcyc
Acinetobacter baumannii 1656-2	TAX-696749	/home/fpuente/Backup/BioCyc/data/abau696749cyc
Acinetobacter baumannii AB056	TAX-710094	/home/fpuente/Backup/BioCyc/data/abau710094cyc
Acinetobacter baumannii AB058	TAX-710095	/home/fpuente/Backup/BioCyc/data/abau710095cyc
Acinetobacter baumannii AB210	TAX-886886	/home/fpuente/Backup/BioCyc/data/abau886886cyc
Acinetobacter baumannii 3909	TAX-886889	/home/fpuente/Backup/BioCyc/data/abau886889cyc
Acinetobacter baumannii 4190	TAX-886890	/home/fpuente/Backup/BioCyc/data/abau886890cyc
Acinetobacter baumannii MDR-TJ	TAX-889738	/home/fpuente/Backup/BioCyc/data/abau889738cyc
Acinetobacter baumannii OIFC137	TAX-903889	/home/fpuente/Backup/BioCyc/data/abau903889cyc
Acinetobacter baumannii OIFC032	TAX-903890	/home/fpuente/Backup/BioCyc/data/abau903890cyc
Acinetobacter baumannii OIFC143	TAX-903893	/home/fpuente/Backup/BioCyc/data/abau903893cyc
Acinetobacter baumannii OIFC189	TAX-903894	/home/fpuente/Backup/BioCyc/data/abau903894cyc
Acinetobacter baumannii Canada BC-5	TAX-903895	/home/fpuente/Backup/BioCyc/data/abau903895cyc
Acinetobacter baumannii Naval-17	TAX-903896	/home/fpuente/Backup/BioCyc/data/abau903896cyc
Acinetobacter baumannii Naval-18	TAX-903897	/home/fpuente/Backup/BioCyc/data/abau903897cyc
Acinetobacter baumannii Naval-81	TAX-903898	/home/fpuente/Backup/BioCyc/data/abau903898cyc
Acinetobacter baumannii IS-123	TAX-903899	/home/fpuente/Backup/BioCyc/data/abau903899cyc
Acinetobacter baumannii OIFC074	TAX-903901	/home/fpuente/Backup/BioCyc/data/abau903901cyc
Acinetobacter baumannii OIFC180	TAX-903903	/home/fpuente/Backup/BioCyc/data/abau903903cyc
Acinetobacter baumannii Naval-13	TAX-903904	/home/fpuente/Backup/BioCyc/data/abau903904cyc
Acinetobacter baumannii IS-235	TAX-903905	/home/fpuente/Backup/BioCyc/data/abau903905cyc
Acinetobacter baumannii IS-251	TAX-903906	/home/fpuente/Backup/BioCyc/data/abau903906cyc
Acinetobacter baumannii OIFC0162	TAX-903907	/home/fpuente/Backup/BioCyc/data/abau903907cyc
Acinetobacter baumannii Naval-72	TAX-903908	/home/fpuente/Backup/BioCyc/data/abau903908cyc
Acinetobacter baumannii Naval-83	TAX-903909	/home/fpuente/Backup/BioCyc/data/abau903909cyc
Acinetobacter baumannii IS-143	TAX-903911	/home/fpuente/Backup/BioCyc/data/abau903911cyc
Acinetobacter baumannii IS-116	TAX-903912	/home/fpuente/Backup/BioCyc/data/abau903912cyc
Acinetobacter baumannii WC-692	TAX-903913	/home/fpuente/Backup/BioCyc/data/abau903913cyc
Acinetobacter baumannii IS-58	TAX-903914	/home/fpuente/Backup/BioCyc/data/abau903914cyc
Acinetobacter baumannii WC-136	TAX-903916	/home/fpuente/Backup/BioCyc/data/abau903916cyc
Acinetobacter baumannii Naval-82	TAX-903921	/home/fpuente/Backup/BioCyc/data/abau903921cyc
Acinetobacter baumannii Naval-2	TAX-903922	/home/fpuente/Backup/BioCyc/data/abau903922cyc
Acinetobacter baumannii Naval-21	TAX-903923	/home/fpuente/Backup/BioCyc/data/abau903923cyc
Acinetobacter baumannii Canada BC1	TAX-903924	/home/fpuente/Backup/BioCyc/data/abau903924cyc
Acinetobacter baumannii OIFC035	TAX-903926	/home/fpuente/Backup/BioCyc/data/abau903926cyc
Acinetobacter baumannii Naval-57	TAX-903927	/home/fpuente/Backup/BioCyc/data/abau903927cyc
Acinetobacter baumannii OIFC021	TAX-903928	/home/fpuente/Backup/BioCyc/data/abau903928cyc
Acinetobacter baumannii OIFC087	TAX-903929	/home/fpuente/Backup/BioCyc/data/abau903929cyc
Acinetobacter baumannii OIFC099	TAX-903930	/home/fpuente/Backup/BioCyc/data/abau903930cyc
Acinetobacter baumannii OIFC065	TAX-903932	/home/fpuente/Backup/BioCyc/data/abau903932cyc
Acinetobacter baumannii OIFC047	TAX-903933	/home/fpuente/Backup/BioCyc/data/abau903933cyc
Acinetobacter baumannii OIFC338	TAX-903934	/home/fpuente/Backup/BioCyc/data/abau903934cyc
Acinetobacter baumannii Naval-78	TAX-903936	/home/fpuente/Backup/BioCyc/data/abau903936cyc
Acinetobacter baumannii AA-014	TAX-903937	/home/fpuente/Backup/BioCyc/data/abau903937cyc
Acinetobacter baumannii UMB001	TAX-933263	/home/fpuente/Backup/BioCyc/data/abau933263cyc
Acinetobacter baumannii UMB003	TAX-933265	/home/fpuente/Backup/BioCyc/data/abau933265cyc
Acinetobacter baumannii D1279779	TAX-945556	/home/fpuente/Backup/BioCyc/data/abau945556cyc
Acinetobacter baumannii TCDC-AB0715	TAX-980514	/home/fpuente/Backup/BioCyc/data/abau980514cyc
Acinetobacter baumannii W7282	TAX-981329	/home/fpuente/Backup/BioCyc/data/abau981329cyc
Acinetobacter baumannii ABNIH1	TAX-992402	/home/fpuente/Backup/BioCyc/data/abau992402cyc
Acinetobacter baumannii ABNIH2	TAX-992403	/home/fpuente/Backup/BioCyc/data/abau992403cyc
Acinetobacter baumannii ABNIH3	TAX-992404	/home/fpuente/Backup/BioCyc/data/abau992404cyc
Acinetobacter bereziniae LMG 1003	TAX-981324	/home/fpuente/Backup/BioCyc/data/aber981324cyc
Aciduliprofundum boonei T469	TAX-439481	/home/fpuente/Backup/BioCyc/data/aboo439481cyc
Alcanivorax borkumensis SK2	TAX-393595	/home/fpuente/Backup/BioCyc/data/abor393595cyc
Azospirillum brasilense Sp245	TAX-1064539	/home/fpuente/Backup/BioCyc/data/abra1064539cyc
Acholeplasma brassicae	TAX-61635	/home/fpuente/Backup/BioCyc/data/abra61635cyc
Afipia broomeae ATCC 49717	TAX-883078	/home/fpuente/Backup/BioCyc/data/abro883078-hmpcyc
Arcobacter butzleri 7h1h	TAX-1036172	/home/fpuente/Backup/BioCyc/data/abut1036172cyc
Arcobacter butzleri RM4018	TAX-367737	/home/fpuente/Backup/BioCyc/data/abut367737cyc
Arcobacter butzleri JV22	TAX-888827	/home/fpuente/Backup/BioCyc/data/abut888827-hmpcyc
Arcobacter butzleri ED-1	TAX-944546	/home/fpuente/Backup/BioCyc/data/abut944546cyc
Acinetobacter calcoaceticus RUH2202	TAX-575585	/home/fpuente/Backup/BioCyc/data/acal575585-hmpcyc
Acidithiobacillus caldus ATCC 51756	TAX-637389	/home/fpuente/Backup/BioCyc/data/acal637389cyc
Acinetobacter calcoaceticus PHEA-2	TAX-871585	/home/fpuente/Backup/BioCyc/data/acal871585cyc
Acidithiobacillus caldus SM-1	TAX-990288	/home/fpuente/Backup/BioCyc/data/acal990288cyc
Aeropyrum camini SY1 = JCM 12091	TAX-1198449	/home/fpuente/Backup/BioCyc/data/acam1198449cyc
Acidobacterium capsulatum ATCC 51196	TAX-240015	/home/fpuente/Backup/BioCyc/data/acap240015cyc
Azorhizobium caulinodans ORS 571	TAX-438753	/home/fpuente/Backup/BioCyc/data/acau438753cyc
Acidothermus cellulolyticus 11B	TAX-351607	/home/fpuente/Backup/BioCyc/data/acel351607cyc
Acetivibrio cellulolyticus CD2	TAX-509191	/home/fpuente/Backup/BioCyc/data/acel509191cyc
Anaplasma centrale Israel	TAX-574556	/home/fpuente/Backup/BioCyc/data/acen574556cyc
Austwickia chelonae NBRC 105200	TAX-1184607	/home/fpuente/Backup/BioCyc/data/ache1184607cyc
Arthrobacter chlorophenolicus A6	TAX-452863	/home/fpuente/Backup/BioCyc/data/achl452863cyc
Acidovorax citrulli AAC00-1	TAX-397945	/home/fpuente/Backup/BioCyc/data/acit397945cyc
Afipia clevelandensis ATCC 49720	TAX-883079	/home/fpuente/Backup/BioCyc/data/acle883079-hmpcyc
Actinomyces coleocanis DSM 15436	TAX-525245	/home/fpuente/Backup/BioCyc/data/acol525245-hmpcyc
Aminobacterium colombiense DSM 12261	TAX-572547	/home/fpuente/Backup/BioCyc/data/acol572547cyc
Acidiphilium cryptum JF-5	TAX-349163	/home/fpuente/Backup/BioCyc/data/acry349163cyc
Anabaena cylindrica PCC 7122	TAX-272123	/home/fpuente/Backup/BioCyc/data/acyl272123cyc
Ammonifex degensii KC4	TAX-429009	/home/fpuente/Backup/BioCyc/data/adeg429009cyc
Anaeromyxobacter dehalogenans 2CP-C	TAX-290397	/home/fpuente/Backup/BioCyc/data/adeh290397cyc
Anaeromyxobacter dehalogenans 2CP-1	TAX-455488	/home/fpuente/Backup/BioCyc/data/adeh455488cyc
Acidovorax delafieldii 2AN	TAX-573060	/home/fpuente/Backup/BioCyc/data/adel573060cyc
Alicycliphilus denitrificans BC	TAX-596153	/home/fpuente/Backup/BioCyc/data/aden596153cyc
Alicycliphilus denitrificans K601	TAX-596154	/home/fpuente/Backup/BioCyc/data/aden596154cyc
Alcanivorax dieselolei B5	TAX-930169	/home/fpuente/Backup/BioCyc/data/adie930169cyc
Acidovorax ebreus TPSY	TAX-535289	/home/fpuente/Backup/BioCyc/data/aebr535289cyc
Alkalilimnicola ehrlichii MLHE-1	TAX-187272	/home/fpuente/Backup/BioCyc/data/aehr187272cyc
Adlercreutzia equolifaciens DSM 19450	TAX-1384484	/home/fpuente/Backup/BioCyc/data/aequ1384484cyc
Asticcacaulis excentricus CB 48	TAX-573065	/home/fpuente/Backup/BioCyc/data/aexc573065cyc
Alcaligenes faecalis faecalis NCIB 8687	TAX-1156918	/home/fpuente/Backup/BioCyc/data/afae1156918cyc
Afipia felis ATCC 53690	TAX-883080	/home/fpuente/Backup/BioCyc/data/afel883080-hmpcyc
Acidithiobacillus ferrooxidans ATCC 23270	TAX-243159	/home/fpuente/Backup/BioCyc/data/afer243159cyc
Rhodoferax ferrireducens T118	TAX-338969	/home/fpuente/Backup/BioCyc/data/afer338969cyc
Acidithiobacillus ferrooxidans ATCC 53993	TAX-380394	/home/fpuente/Backup/BioCyc/data/afer380394cyc
Acidimicrobium ferrooxidans DSM 10331	TAX-525909	/home/fpuente/Backup/BioCyc/data/afer525909cyc
Acidaminococcus fermentans DSM 20731	TAX-591001	/home/fpuente/Backup/BioCyc/data/afer591001cyc
Acidithiobacillus ferrivorans SS3	TAX-743299	/home/fpuente/Backup/BioCyc/data/afer743299cyc
Alistipes finegoldii DSM 17242	TAX-679935	/home/fpuente/Backup/BioCyc/data/afin679935cyc
Anoxybacillus flavithermus WK1	TAX-491915	/home/fpuente/Backup/BioCyc/data/afla491915cyc
Actinoplanes friuliensis DSM 7358	TAX-1246995	/home/fpuente/Backup/BioCyc/data/afri1246995cyc
Archaeoglobus fulgidus DSM 4304	TAX-224325	/home/fpuente/Backup/BioCyc/data/aful224325cyc
Arthrobacter gangotriensis Lz1y	TAX-1276920	/home/fpuente/Backup/BioCyc/data/agan1276920cyc
Anaeroglobus geminatus F0357	TAX-861450	/home/fpuente/Backup/BioCyc/data/agem861450-hmpcyc
Actinomyces graevenitzii C83	TAX-435830	/home/fpuente/Backup/BioCyc/data/agra435830-hmpcyc
Agrobacterium fabrum C58	TAX-176299	/home/fpuente/Backup/BioCyc/data/agrocyc
Anaerostipes hadrus DSM 3319	TAX-649757	/home/fpuente/Backup/BioCyc/data/ahad649757-hmpcyc
Arcanobacterium haemolyticum DSM 20595	TAX-644284	/home/fpuente/Backup/BioCyc/data/ahae644284cyc
Acinetobacter haemolyticus ATCC 19194	TAX-707232	/home/fpuente/Backup/BioCyc/data/ahae707232-hmpcyc
Acidianus hospitalis W1	TAX-933801	/home/fpuente/Backup/BioCyc/data/ahos933801cyc
Aeromonas hydrophila ML09-119	TAX-1288394	/home/fpuente/Backup/BioCyc/data/ahyd1288394cyc
Aeromonas hydrophila hydrophila ATCC 7966	TAX-380703	/home/fpuente/Backup/BioCyc/data/ahyd380703cyc
Anaerobaculum hydrogeniformans ATCC BAA-1850	TAX-592015	/home/fpuente/Backup/BioCyc/data/ahyd592015-hmpcyc
Anaerococcus hydrogenalis ACS-025-V-Sch4	TAX-879306	/home/fpuente/Backup/BioCyc/data/ahyd879306-hmpcyc
Alistipes indistinctus YIT 12060	TAX-742725	/home/fpuente/Backup/BioCyc/data/aind742725-hmpcyc
Acidaminococcus intestini RyC-MR95	TAX-568816	/home/fpuente/Backup/BioCyc/data/aint568816cyc
Acinetobacter johnsonii SH046	TAX-575586	/home/fpuente/Backup/BioCyc/data/ajoh575586-hmpcyc
Acinetobacter junii SH205	TAX-575587	/home/fpuente/Backup/BioCyc/data/ajun575587-hmpcyc
Advenella kashmirensis WT001	TAX-1036672	/home/fpuente/Backup/BioCyc/data/akas1036672cyc
Anaerococcus lactolyticus ATCC 51172	TAX-525254	/home/fpuente/Backup/BioCyc/data/alac525254-hmpcyc
Acholeplasma laidlawii PG-8A	TAX-441768	/home/fpuente/Backup/BioCyc/data/alai441768cyc
Azospirillum lipoferum 4B	TAX-862719	/home/fpuente/Backup/BioCyc/data/alip862719cyc
Acetonema longum DSM 6540	TAX-1009370	/home/fpuente/Backup/BioCyc/data/alon1009370cyc
Acinetobacter lwoffii WJ10621	TAX-1046625	/home/fpuente/Backup/BioCyc/data/alwo1046625cyc
Acinetobacter lwoffii SH145	TAX-575588	/home/fpuente/Backup/BioCyc/data/alwo575588-hmpcyc
Alteromonas macleodii Black Sea 11	TAX-1004785	/home/fpuente/Backup/BioCyc/data/amac1004785cyc
Alteromonas macleodii AltDE1	TAX-1004786	/home/fpuente/Backup/BioCyc/data/amac1004786cyc
Alteromonas macleodii Balearic Sea AD45	TAX-1004787	/home/fpuente/Backup/BioCyc/data/amac1004787cyc
Alteromonas macleodii English Channel 673	TAX-1004788	/home/fpuente/Backup/BioCyc/data/amac1004788cyc
Alteromonas macleodii English Channel 615	TAX-1300253	/home/fpuente/Backup/BioCyc/data/amac1300253cyc
Alteromonas macleodii Aegean Sea MED64	TAX-1300254	/home/fpuente/Backup/BioCyc/data/amac1300254cyc
Alteromonas macleodii Ionian Sea U4	TAX-1300255	/home/fpuente/Backup/BioCyc/data/amac1300255cyc
Alteromonas macleodii Ionian Sea U7	TAX-1300256	/home/fpuente/Backup/BioCyc/data/amac1300256cyc
Alteromonas macleodii Ionian Sea U8	TAX-1300257	/home/fpuente/Backup/BioCyc/data/amac1300257cyc
Alteromonas macleodii Ionian Sea UM7	TAX-1300258	/home/fpuente/Backup/BioCyc/data/amac1300258cyc
Alteromonas macleodii Ionian Sea UM4b	TAX-1300259	/home/fpuente/Backup/BioCyc/data/amac1300259cyc
Alteromonas macleodii Deep ecotype	TAX-314275	/home/fpuente/Backup/BioCyc/data/amac314275cyc
Alteromonas macleodii ATCC 27126	TAX-529120	/home/fpuente/Backup/BioCyc/data/amac529120cyc
Anaplasma marginale Gypsy Plains	TAX-1412840	/home/fpuente/Backup/BioCyc/data/amar1412840cyc
Anaplasma marginale Dawn	TAX-1412841	/home/fpuente/Backup/BioCyc/data/amar1412841cyc
Anaplasma marginale St. Maries	TAX-234826	/home/fpuente/Backup/BioCyc/data/amar234826cyc
Anaplasma marginale Florida	TAX-320483	/home/fpuente/Backup/BioCyc/data/amar320483cyc
Acaryochloris marina MBIC11017	TAX-329726	/home/fpuente/Backup/BioCyc/data/amar329726cyc
Anaplasma marginale Mississippi	TAX-517436	/home/fpuente/Backup/BioCyc/data/amar517436cyc
Anaplasma marginale Puerto Rico	TAX-517437	/home/fpuente/Backup/BioCyc/data/amar517437cyc
Aeromicrobium marinum DSM 15272	TAX-585531	/home/fpuente/Backup/BioCyc/data/amar585531-hmpcyc
Actinobaculum massiliae ACS-171-V-Col2	TAX-883066	/home/fpuente/Backup/BioCyc/data/amas883066-hmpcyc
Amycolatopsis mediterranei RB	TAX-1221524	/home/fpuente/Backup/BioCyc/data/amed1221524cyc
Amycolatopsis mediterranei S699	TAX-713604	/home/fpuente/Backup/BioCyc/data/amed713604cyc
Amycolatopsis mediterranei U32	TAX-749927	/home/fpuente/Backup/BioCyc/data/amed749927cyc
Alkaliphilus metalliredigens QYMF	TAX-293826	/home/fpuente/Backup/BioCyc/data/amet293826cyc
Actinobacillus minor NM305	TAX-637911	/home/fpuente/Backup/BioCyc/data/amin637911cyc
Actinosynnema mirum DSM 43827	TAX-446462	/home/fpuente/Backup/BioCyc/data/amir446462cyc
Actinoplanes missouriensis 431	TAX-512565	/home/fpuente/Backup/BioCyc/data/amis512565cyc
Anaerobaculum mobile DSM 13181	TAX-891968	/home/fpuente/Backup/BioCyc/data/amob891968cyc
Akkermansia muciniphila ATCC BAA-835	TAX-349741	/home/fpuente/Backup/BioCyc/data/amuc349741cyc
Acidiphilium multivorum AIU301	TAX-926570	/home/fpuente/Backup/BioCyc/data/amul926570cyc
Actinomyces naeslundii Howell 279	TAX-1115803	/home/fpuente/Backup/BioCyc/data/anae1115803cyc
Actinomyces neuii BVS029A5	TAX-888439	/home/fpuente/Backup/BioCyc/data/aneu888439-hmpcyc
Arcobacter nitrofigilis DSM 7299	TAX-572480	/home/fpuente/Backup/BioCyc/data/anit572480cyc
Anopheles gambiae	TAX-7165	/home/fpuente/Backup/BioCyc/data/ano2cyc
Acinetobacter nosocomialis Ab22222	TAX-1183155	/home/fpuente/Backup/BioCyc/data/anos1183155cyc
Bacillus anthracis Ames	TAX-198094	/home/fpuente/Backup/BioCyc/data/anthracyc
Actinomyces odontolyticus F0309	TAX-649742	/home/fpuente/Backup/BioCyc/data/aodo649742-hmpcyc
Acinetobacter oleivorans DR1	TAX-436717	/home/fpuente/Backup/BioCyc/data/aole436717cyc
Alkaliphilus oremlandii OhILAs	TAX-350688	/home/fpuente/Backup/BioCyc/data/aore350688cyc
